id,name,message_follower_ids,priority
4394,User_44,"[1408, 1863]",Low
4395,User_45,[1175],Medium
4396,User_36,"[1280, 1306, 1544]",Low
4397,User_75,"[1411, 1469, 1052]",High
4398,User_67,,Medium
4399,User_6,,High
4400,User_96,"[1509, 1807, 1997, 1371, 1132]",Medium
4401,User_46,,Medium
4402,User_6,"[1175, 1873, 1673, 1979, 1429]",Medium
4403,User_74,"[1392, 1644, 1434, 1255, 1454]",Medium
4404,User_26,,High
4405,User_8,"[1593, 1380, 1113, 1308, 1709]",High
4406,User_28,"[1583, 1129, 1574, 1884, 1257]",Low
4407,User_84,[1841],Low
4408,User_3,"[1253, 1869]",Low
4409,User_25,"[1864, 1560, 1470, 1376, 1460]",High
4410,User_10,"[1820, 1943]",Medium
4411,User_73,"[1393, 1653]",Low
4412,User_65,"[1439, 1965, 1932, 1811]",Low
4413,User_15,"[1504, 1797]",High
4414,User_52,"[1871, 1410, 1389]",Low
4415,User_52,"[1228, 1712, 1577, 1220]",Medium
4416,User_64,,Low
4417,User_17,"[1853, 1766]",High
4418,User_9,"[1076, 1998, 1367, 1145]",Medium
4419,User_74,"[1040, 1436]",High
4420,User_57,"[1847, 1439, 1201, 1573]",Low
4421,User_90,"[1232, 1030, 1442]",Low
4422,User_24,[1658],Low
4423,User_100,,High
4424,User_6,,High
4425,User_97,"[1368, 1921, 1161, 1969]",Medium
4426,User_16,"[1939, 1884, 1554, 1373, 1275]",Medium
4427,User_53,"[1655, 1553, 1580, 1283]",Medium
4428,User_94,[1469],Medium
4429,User_29,,High
4430,User_74,"[1551, 1962, 1676, 1966]",Low
4431,User_99,[1179],High
4432,User_32,"[1541, 1271, 1811]",Low
4433,User_98,[1227],Low
4434,User_73,"[1999, 1768, 1641, 1512]",Medium
4435,User_1,"[1696, 1760, 1562, 1402, 1672]",Low
4436,User_55,"[1760, 1953, 1474, 1316, 1937]",Medium
4437,User_91,"[1579, 1085, 1522, 1459, 1927]",High
4438,User_77,"[1047, 1158, 1707]",High
4439,User_52,"[1911, 1533, 1290, 1976]",Medium
4440,User_34,[1044],High
4441,User_30,"[1015, 1067, 1626, 1065, 1087]",Medium
4442,User_61,[1231],High
4443,User_17,"[1159, 1807]",High
4444,User_68,[1542],Low
4445,User_89,,Low
4446,User_25,,Low
4447,User_90,[1201],High
4448,User_51,[1297],High
4449,User_97,[1699],Low
4450,User_98,"[1225, 1959, 1996, 1056, 1995]",Low
4451,User_18,,Low
4452,User_50,,High
4453,User_99,[1349],Low
4454,User_35,,Medium
4455,User_32,"[1064, 1342, 1938]",Medium
4456,User_50,"[1629, 1313]",High
4457,User_87,"[1098, 1078, 1377, 1728]",Medium
4458,User_33,"[1288, 1169, 1000]",Medium
4459,User_45,"[1080, 1951, 1053, 1009, 1591]",High
4460,User_7,"[1333, 1533]",Low
4461,User_35,"[1407, 1305, 1911, 1812]",Low
4462,User_86,[1865],High
4463,User_25,"[1212, 1398, 1912, 1590, 1713]",High
4464,User_99,"[1147, 1230, 1237]",High
4465,User_6,[1209],High
4466,User_96,,Low
4467,User_89,[1306],High
4468,User_1,[1193],Medium
4469,User_65,"[1341, 1414, 1560, 1665, 1500]",Low
4470,User_5,"[1996, 1587]",Low
4471,User_23,"[1759, 1737, 1467, 1485]",High
4472,User_4,,High
4473,User_15,"[1743, 1436, 1328, 1722]",Low
4474,User_21,"[1228, 1234, 1524, 1791]",Low
4475,User_83,,High
4476,User_7,,Low
4477,User_60,"[1139, 1487, 1796, 1831, 1931]",Low
4478,User_54,,Low
4479,User_59,"[1621, 1280, 1652, 1079]",Low
4480,User_20,"[1209, 1010]",Medium
4481,User_65,"[1305, 1108, 1782, 1403]",Medium
4482,User_73,"[1215, 1257, 1232, 1599]",Medium
4483,User_84,,Low
4484,User_86,"[1865, 1121, 1301, 1942, 1137]",Medium
4485,User_31,"[1856, 1627, 1237]",High
4486,User_50,,Medium
4487,User_92,"[1711, 1036]",High
4488,User_74,"[1188, 1902, 1768]",Medium
4489,User_7,"[1987, 1947, 1583, 1833, 1666]",Medium
4490,User_50,"[1094, 1416, 1378, 1119, 1601]",Medium
4491,User_40,,Medium
4492,User_17,"[1211, 1733, 1914, 1560, 1600]",Low
4493,User_67,"[1019, 1922, 1091, 1027]",Low
4494,User_51,[1471],Medium
4495,User_8,"[1582, 1666, 1077, 1284, 1385]",Low
4496,User_93,[1728],Medium
4497,User_60,,High
4498,User_39,"[1308, 1385, 1430, 1932]",Low
4499,User_61,,Medium
4500,User_75,"[1931, 1102, 1062, 1272, 1147]",High
4501,User_24,"[1128, 1736]",High
4502,User_42,,High
4503,User_3,"[1096, 1344, 1959, 1917]",Medium
4504,User_96,"[1321, 1008, 1801, 1156, 1832]",Low
4505,User_96,[1625],Low
4506,User_23,,Medium
4507,User_94,"[1864, 1698, 1669, 1907, 1880]",Medium
4508,User_7,"[1170, 1260, 1520, 1878]",High
4509,User_24,"[1759, 1399, 1938, 1715]",High
4510,User_59,,Low
4511,User_55,"[1910, 1563, 1920, 1309]",Medium
4512,User_58,"[1771, 1824, 1785, 1997, 1065]",Medium
4513,User_47,,Medium
4514,User_4,[1420],Medium
4515,User_11,"[1537, 1082]",High
4516,User_99,"[1200, 1762, 1295, 1756]",High
4517,User_55,[1133],High
4518,User_89,"[1265, 1526, 1712]",High
4519,User_62,"[1123, 1477, 1232, 1874]",Low
4520,User_37,"[1247, 1219, 1453, 1639]",Medium
4521,User_59,,High
4522,User_84,"[1142, 1081, 1856, 1118]",Low
4523,User_1,,Low
4524,User_67,[1942],Low
4525,User_50,"[1158, 1597]",Low
4526,User_68,"[1748, 1059, 1974, 1608]",Medium
4527,User_36,[1327],Low
4528,User_24,,Medium
4529,User_95,"[1572, 1221, 1714, 1353, 1742]",Medium
4530,User_93,[1855],High
4531,User_74,"[1907, 1696, 1804, 1135]",High
4532,User_41,"[1269, 1275, 1429, 1680, 1045]",Medium
4533,User_53,,Medium
4534,User_2,"[1393, 1209, 1695]",High
4535,User_85,"[1996, 1974, 1386, 1188, 1904]",High
4536,User_45,[1899],High
4537,User_22,"[1869, 1829]",High
4538,User_78,"[1177, 1843]",High
4539,User_34,"[1393, 1590]",Medium
4540,User_69,"[1069, 1175, 1206, 1360, 1066]",Low
4541,User_97,"[1071, 1568, 1084]",High
4542,User_17,"[1922, 1377, 1446, 1092, 1032]",Low
4543,User_51,"[1870, 1845, 1707]",High
4544,User_12,"[1130, 1631]",High
4545,User_18,"[1739, 1827, 1640]",Medium
4546,User_22,[1435],High
4547,User_94,[1469],High
4548,User_40,"[1985, 1841, 1934]",Low
4549,User_49,"[1969, 1750, 1918]",High
4550,User_77,"[1309, 1509, 1751, 1774]",Medium
4551,User_96,,Medium
4552,User_10,[1785],Medium
4553,User_3,"[1541, 1314, 1647]",Medium
4554,User_3,,Low
4555,User_6,"[1440, 1610, 1854]",Low
4556,User_52,"[1368, 1529, 1731, 1845, 1453]",Medium
4557,User_28,"[1583, 1306, 1718, 1402]",Low
4558,User_84,,High
4559,User_8,"[1274, 1379, 1077, 1245]",Low
4560,User_63,,High
4561,User_79,"[1406, 1368, 1450]",Medium
4562,User_40,[1906],Low
4563,User_53,"[1676, 1754, 1602, 1954]",Low
4564,User_79,"[1844, 1581, 1831, 1969]",High
4565,User_35,"[1805, 1637]",High
4566,User_77,"[1888, 1576, 1614, 1235]",Low
4567,User_70,"[1464, 1118, 1596, 1454]",High
4568,User_71,,Medium
4569,User_99,"[1329, 1054]",High
4570,User_6,"[1166, 1419, 1194, 1104]",High
4571,User_35,,Medium
4572,User_5,,High
4573,User_23,[1722],High
4574,User_53,"[1589, 1255]",Low
4575,User_41,"[1481, 1927, 1509, 1378]",Low
4576,User_70,"[1579, 1232, 1485]",Medium
4577,User_59,[1231],High
4578,User_47,,Low
4579,User_83,"[1690, 1754, 1780, 1685, 1615]",Medium
4580,User_23,"[1902, 1110, 1268, 1197, 1674]",Medium
4581,User_48,"[1595, 1712, 1377, 1697]",High
4582,User_69,"[1918, 1720]",Low
4583,User_45,"[1299, 1213, 1710, 1895, 1356]",High
4584,User_64,"[1258, 1068, 1988, 1880]",Low
4585,User_65,"[1221, 1547, 1595, 1881]",High
4586,User_26,[1803],Low
4587,User_52,[1744],High
4588,User_30,"[1547, 1685, 1944, 1553, 1426]",Medium
4589,User_71,"[1318, 1056]",Low
4590,User_94,"[1662, 1296, 1643, 1065]",Low
4591,User_99,,High
4592,User_14,"[1606, 1075, 1760]",Low
4593,User_54,"[1454, 1397]",High
4594,User_50,,Low
4595,User_91,"[1275, 1489, 1057, 1491]",Medium
4596,User_18,"[1424, 1780]",Low
4597,User_52,"[1932, 1305, 1893, 1777, 1104]",Low
4598,User_29,"[1086, 1406, 1006]",Low
4599,User_40,[1549],High
4600,User_31,[1055],Medium
4601,User_54,"[1562, 1906, 1602]",Low
4602,User_16,,Medium
4603,User_14,"[1586, 1247, 1233]",Low
4604,User_13,"[1592, 1702, 1362, 1150, 1571]",Low
4605,User_3,"[1016, 1044, 1071]",Medium
4606,User_82,,Low
4607,User_42,"[1691, 1787, 1864]",Low
4608,User_63,,Medium
4609,User_9,,Medium
4610,User_13,"[1476, 1236, 1991, 1822, 1077]",Medium
4611,User_66,"[1658, 1933, 1527, 1335]",Medium
4612,User_99,"[1086, 1932]",Low
4613,User_37,[1835],Low
4614,User_14,[1397],Low
4615,User_7,"[1472, 1193, 1964, 1176, 1869]",Medium
4616,User_67,"[1787, 1159, 1141, 1387, 1089]",Low
4617,User_65,"[1700, 1332, 1505]",Low
4618,User_61,"[1675, 1823, 1335, 1586]",Low
4619,User_94,"[1364, 1709, 1434]",High
4620,User_73,,Medium
4621,User_6,"[1926, 1283, 1225, 1012, 1107]",Medium
4622,User_59,"[1397, 1687, 1885, 1694]",Medium
4623,User_20,"[1888, 1155]",Low
4624,User_46,"[1402, 1376, 1136, 1733]",Medium
4625,User_52,[1415],Low
4626,User_26,"[1307, 1996, 1598, 1351]",Medium
4627,User_100,,Low
4628,User_49,"[1934, 1085, 1763, 1108]",Medium
4629,User_87,"[1632, 1730]",Medium
4630,User_35,"[1927, 1267, 1293, 1496]",Low
4631,User_50,,High
4632,User_50,[1364],Low
4633,User_50,"[1917, 1572, 1082]",Medium
4634,User_52,,Low
4635,User_4,,Medium
4636,User_71,"[1011, 1510, 1196]",Low
4637,User_26,,High
4638,User_91,[1522],High
4639,User_21,"[1010, 1341]",Medium
4640,User_86,"[1064, 1098, 1966, 1603]",Medium
4641,User_20,[1788],High
4642,User_4,"[1997, 1463, 1824, 1681]",Low
4643,User_88,"[1942, 1987, 1633, 1071, 1052]",Low
4644,User_76,"[1758, 1501, 1143]",High
4645,User_22,"[1612, 1474, 1988]",High
4646,User_3,"[1463, 1879, 1833, 1449, 1111]",Medium
4647,User_78,"[1442, 1148, 1905, 1593, 1067]",Medium
4648,User_86,"[1346, 1635, 1970]",Low
4649,User_68,"[1226, 1375, 1235, 1006, 1981]",Medium
4650,User_39,[1329],High
4651,User_12,"[1648, 1904, 1875, 1304, 1429]",Medium
4652,User_21,"[1890, 1440, 1295]",Low
4653,User_5,,High
4654,User_18,"[1953, 1017, 1517]",Medium
4655,User_97,"[1596, 1207, 1185, 1768]",Medium
4656,User_71,[1326],High
4657,User_9,"[1941, 1850, 1181, 1836, 1484]",Medium
4658,User_97,"[1845, 1861, 1531, 1532, 1636]",High
4659,User_83,"[1781, 1280, 1744, 1784]",Low
4660,User_96,,Low
4661,User_59,[1974],High
4662,User_14,,Low
4663,User_92,"[1392, 1343, 1210, 1505, 1928]",High
4664,User_54,"[1789, 1123, 1220, 1106, 1185]",High
4665,User_31,"[1894, 1742]",Medium
4666,User_88,"[1810, 1855, 1471, 1514]",Medium
4667,User_100,,High
4668,User_59,"[1466, 1243, 1806]",Low
4669,User_80,"[1040, 1167]",Medium
4670,User_76,,High
4671,User_51,[1208],High
4672,User_29,"[1300, 1928, 1847, 1438, 1478]",Medium
4673,User_44,"[1324, 1081]",High
4674,User_98,"[1454, 1862, 1271, 1306, 1350]",High
4675,User_51,[1789],High
4676,User_8,,Low
4677,User_37,[1157],Medium
4678,User_82,[1500],Low
4679,User_68,"[1344, 1237, 1059]",High
4680,User_90,"[1711, 1223, 1560, 1751]",Low
4681,User_54,"[1853, 1577, 1448]",Medium
4682,User_59,"[1960, 1562, 1105, 1632]",Medium
4683,User_51,"[1422, 1699]",Medium
4684,User_55,"[1295, 1466, 1201, 1604, 1166]",Low
4685,User_23,"[1296, 1626, 1947, 1632, 1413]",High
4686,User_66,"[1516, 1473, 1066]",Low
4687,User_73,"[1142, 1243]",High
4688,User_97,"[1329, 1854, 1546, 1590, 1152]",Low
4689,User_83,"[1451, 1996, 1645, 1976, 1376]",High
4690,User_43,"[1088, 1185, 1998, 1712]",Medium
4691,User_55,"[1649, 1113, 1386]",Low
4692,User_6,"[1259, 1125, 1943, 1529]",Medium
4693,User_70,,Low
4694,User_49,"[1144, 1795, 1752, 1074, 1661]",High
4695,User_69,"[1052, 1634]",High
4696,User_4,"[1289, 1443, 1119, 1061, 1240]",Low
4697,User_98,"[1887, 1314, 1921, 1903]",Low
4698,User_98,,Medium
4699,User_5,"[1661, 1975, 1273, 1542]",High
4700,User_39,[1543],Low
4701,User_45,"[1812, 1975, 1322, 1491, 1416]",High
4702,User_54,[1261],High
4703,User_55,"[1837, 1396, 1738, 1718]",Low
4704,User_35,"[1041, 1629, 1979]",Medium
4705,User_83,,Medium
4706,User_65,"[1118, 1836]",Low
4707,User_12,"[1520, 1976, 1775]",Medium
4708,User_2,[1935],High
4709,User_17,[1032],High
4710,User_45,"[1614, 1787, 1168, 1177, 1295]",Medium
4711,User_21,"[1710, 1869, 1180, 1306]",High
4712,User_35,"[1949, 1785, 1022]",Low
4713,User_74,"[1657, 1798]",Medium
4714,User_26,,Medium
4715,User_7,"[1394, 1243, 1809, 1746, 1277]",Low
4716,User_23,"[1560, 1071, 1298, 1464, 1664]",Medium
4717,User_34,[1592],Medium
4718,User_59,"[1747, 1281, 1259, 1097, 1908]",Low
4719,User_7,"[1621, 1745, 1511]",Medium
4720,User_41,"[1273, 1441]",High
4721,User_66,,Medium
4722,User_75,"[1164, 1541, 1606, 1542]",Low
4723,User_50,"[1730, 1752, 1533, 1085]",High
4724,User_33,"[1032, 1221, 1822, 1641]",Medium
4725,User_7,[1296],Medium
4726,User_17,"[1632, 1947]",Medium
4727,User_54,[1667],High
4728,User_1,[1739],High
4729,User_42,,High
4730,User_28,,High
4731,User_72,,High
4732,User_61,[1276],Medium
4733,User_4,"[1429, 1502, 1314]",High
4734,User_14,"[1335, 1757, 1437, 1370, 1518]",High
4735,User_59,"[1825, 1847, 1898, 1514, 1396]",Low
4736,User_43,"[1596, 1809]",High
4737,User_17,"[1146, 1942, 1635]",Medium
4738,User_67,"[1798, 1642, 1360, 1364, 1194]",Medium
4739,User_85,,Low
4740,User_86,"[1298, 1465, 1452]",Medium
4741,User_11,"[1658, 1874]",High
4742,User_51,"[1514, 1426, 1030, 1742]",High
4743,User_64,"[1809, 1824]",High
4744,User_1,,High
4745,User_14,"[1789, 1021, 1267, 1337, 1414]",High
4746,User_17,,High
4747,User_4,"[1654, 1501]",Low
4748,User_68,"[1058, 1671, 1378]",Medium
4749,User_53,[1443],High
4750,User_30,"[1300, 1013, 1914, 1879, 1181]",Medium
4751,User_80,"[1237, 1813, 1561]",High
4752,User_50,"[1207, 1618, 1014]",Low
4753,User_84,"[1837, 1035, 1684, 1453, 1385]",Low
4754,User_35,"[1201, 1190, 1854, 1882]",Medium
4755,User_36,"[1954, 1629, 1387, 1850, 1200]",Medium
4756,User_80,"[1268, 1177, 1436, 1869]",High
4757,User_89,"[1209, 1890]",Medium
4758,User_91,"[1434, 1510, 1278]",High
4759,User_58,"[1967, 1635, 1643]",Medium
4760,User_37,"[1401, 1490, 1114]",Low
4761,User_16,"[1108, 1891, 1265, 1490, 1415]",High
4762,User_98,"[1617, 1481, 1569]",Low
4763,User_4,"[1156, 1655, 1353, 1538]",Medium
4764,User_4,"[1329, 1740, 1186, 1620, 1321]",High
4765,User_76,"[1275, 1370, 1868, 1463, 1885]",Low
4766,User_12,"[1680, 1814, 1534, 1180]",Low
4767,User_37,"[1358, 1973, 1662]",Medium
4768,User_24,[1950],Medium
4769,User_51,"[1522, 1074, 1713, 1923, 1629]",High
4770,User_80,,Medium
4771,User_21,"[1294, 1948, 1993, 1200, 1318]",Medium
4772,User_66,[1700],Low
4773,User_75,"[1428, 1534, 1530, 1197]",Medium
4774,User_88,[1872],Medium
4775,User_77,"[1272, 1735, 1906, 1834, 1028]",Medium
4776,User_20,"[1748, 1198, 1571, 1181]",High
4777,User_98,"[1576, 1512, 1922, 1600, 1324]",Medium
4778,User_62,"[1092, 1108, 1076, 1583, 1350]",High
4779,User_6,"[1524, 1140, 1936]",Low
4780,User_10,,High
4781,User_1,,Medium
4782,User_95,"[1718, 1925]",Medium
4783,User_31,"[1187, 1527, 1279]",Medium
4784,User_4,"[1007, 1031, 1741]",Medium
4785,User_71,"[1875, 1142, 1371, 1062, 1869]",Low
4786,User_11,"[1414, 1759, 1292, 1149]",High
4787,User_36,"[1231, 1409, 1520]",Low
4788,User_22,"[1625, 1146]",Medium
4789,User_51,,Low
4790,User_81,"[1057, 1182]",High
4791,User_31,"[1233, 1804, 1710]",Low
4792,User_73,"[1388, 1838, 1390, 1498]",Low
4793,User_7,"[1105, 1341, 1503, 1117, 1258]",High
4794,User_17,"[1134, 1097]",High
4795,User_53,,Medium
4796,User_6,"[1545, 1219, 1044, 1922, 1623]",Low
4797,User_28,"[1464, 1527, 1018, 1088, 1565]",Medium
4798,User_28,"[1309, 1505, 1882]",Medium
4799,User_23,[1352],High
4800,User_26,"[1836, 1004, 1334, 1477, 1223]",Medium
4801,User_98,"[1434, 1540, 1376, 1412, 1712]",Medium
4802,User_32,"[1872, 1892, 1442, 1057, 1115]",Medium
4803,User_30,"[1594, 1362]",High
4804,User_48,"[1438, 1434, 1500, 1234]",Low
4805,User_6,[1938],High
4806,User_16,"[1345, 1634, 1410, 1133]",High
4807,User_83,,High
4808,User_73,[1813],Low
4809,User_38,"[1144, 1036, 1576, 1086, 1171]",High
4810,User_61,[1448],Medium
4811,User_72,,Low
4812,User_56,"[1893, 1885]",High
4813,User_55,"[1176, 1640, 1249]",Low
4814,User_44,"[1086, 1888]",Medium
4815,User_49,"[1012, 1435, 1508]",High
4816,User_98,"[1561, 1315, 1386, 1778, 1224]",High
4817,User_84,"[1875, 1435, 1360]",Medium
4818,User_93,,Medium
4819,User_17,"[1498, 1105, 1570]",Medium
4820,User_88,"[1904, 1700, 1869, 1039]",High
4821,User_33,"[1786, 1536, 1385]",High
4822,User_21,"[1287, 1493, 1231, 1680]",High
4823,User_24,[1687],Medium
4824,User_23,"[1643, 1614, 1028, 1891]",Medium
4825,User_14,"[1674, 1350, 1662, 1468]",High
4826,User_63,"[1077, 1286, 1526, 1502]",Medium
4827,User_94,"[1741, 1670, 1071, 1916, 1453]",High
4828,User_35,[1512],High
4829,User_11,[1530],High
4830,User_15,"[1265, 1471]",Low
4831,User_29,[1997],Low
4832,User_79,"[1777, 1061, 1623]",Medium
4833,User_19,,High
4834,User_1,,Low
4835,User_22,"[1232, 1917, 1912, 1722]",High
4836,User_72,"[1992, 1191, 1928, 1248, 1216]",High
4837,User_45,"[1560, 1281, 1370, 1457]",Low
4838,User_14,"[1720, 1382]",Medium
4839,User_45,"[1202, 1456]",Medium
4840,User_8,"[1773, 1215, 1735, 1954, 1634]",Low
4841,User_10,"[1906, 1468]",Low
4842,User_5,"[1827, 1278]",High
4843,User_72,[1183],Medium
4844,User_46,"[1937, 1325, 1214]",Medium
4845,User_60,,Low
4846,User_88,,Medium
4847,User_47,"[1298, 1468, 1124]",High
4848,User_69,"[1076, 1319]",Low
4849,User_44,,Medium
4850,User_95,"[1729, 1239, 1755, 1009, 1427]",Medium
4851,User_71,"[1558, 1042, 1388]",Medium
4852,User_19,,Low
4853,User_75,"[1412, 1768, 1088, 1995]",High
4854,User_23,[1195],Medium
4855,User_87,"[1445, 1022, 1889]",Medium
4856,User_34,"[1145, 1961, 1951, 1038]",High
4857,User_87,[1052],Medium
4858,User_63,[1510],Low
4859,User_53,"[1107, 1789, 1410]",Low
4860,User_37,,Medium
4861,User_40,"[1125, 1126, 1397, 1694, 1499]",Low
4862,User_13,"[1853, 1724, 1447, 1002]",Low
4863,User_34,"[1504, 1936, 1693]",Low
4864,User_74,"[1213, 1537, 1906]",Low
4865,User_55,"[1424, 1873]",Low
4866,User_77,"[1158, 1534, 1750]",High
4867,User_33,[1273],Low
4868,User_14,[1495],Medium
4869,User_7,[1868],Medium
4870,User_88,"[1332, 1535, 1484]",High
4871,User_25,"[1487, 1620]",Medium
4872,User_91,"[1360, 1772]",High
4873,User_83,[1446],High
4874,User_77,"[1406, 1193]",Medium
4875,User_67,"[1779, 1062, 1853, 1746, 1714]",High
4876,User_66,"[1007, 1319, 1311]",Low
4877,User_2,"[1722, 1610, 1091]",Medium
4878,User_45,"[1490, 1993]",Low
4879,User_3,"[1195, 1632]",High
4880,User_20,"[1698, 1836, 1344, 1370]",Low
4881,User_79,"[1940, 1565, 1894, 1156, 1566]",Low
4882,User_48,,High
4883,User_90,"[1987, 1643, 1437, 1501, 1913]",High
4884,User_31,"[1625, 1612, 1263, 1666, 1496]",Low
4885,User_28,"[1134, 1365, 1553, 1922]",Low
4886,User_50,"[1763, 1254, 1628]",Low
4887,User_41,,Medium
4888,User_69,"[1331, 1502]",High
4889,User_40,"[1685, 1915]",High
4890,User_1,"[1998, 1056]",Low
4891,User_18,[1108],Medium
4892,User_92,"[1609, 1774, 1626, 1392, 1324]",Medium
4893,User_44,[1183],Low
4894,User_56,[1969],Low
4895,User_89,,Medium
4896,User_11,[1125],Low
4897,User_97,"[1462, 1823, 1371, 1728, 1094]",High
4898,User_11,[1280],Low
4899,User_85,"[1617, 1754, 1855]",Low
4900,User_86,"[1447, 1454]",Medium
4901,User_52,[1171],Low
4902,User_60,"[1807, 1499]",High
4903,User_24,"[1705, 1129, 1725]",High
4904,User_7,,Medium
4905,User_51,"[1576, 1895, 1279]",Medium
4906,User_79,[1374],High
4907,User_49,"[1984, 1445, 1798, 1232, 1952]",Low
4908,User_67,"[1325, 1160, 1992, 1269, 1364]",Medium
4909,User_99,[1845],Medium
4910,User_35,"[1848, 1024, 1117, 1023]",Low
4911,User_52,"[1796, 1618]",High
4912,User_35,"[1051, 1178]",Medium
4913,User_60,,Medium
4914,User_2,,Medium
4915,User_57,"[1972, 1142, 1203]",High
4916,User_99,"[1537, 1713]",High
4917,User_97,,High
4918,User_78,[1840],Low
4919,User_93,"[1174, 1154]",Medium
4920,User_40,,High
4921,User_50,[1819],High
4922,User_18,"[1674, 1403, 1695, 1709]",Medium
4923,User_80,"[1551, 1599]",High
4924,User_42,"[1146, 1630, 1989]",Medium
4925,User_49,"[1262, 1791, 1284, 1644]",Medium
4926,User_6,[1065],Medium
4927,User_77,"[1679, 1178, 1812]",Medium
4928,User_46,[1136],Low
4929,User_64,"[1793, 1416, 1062]",Medium
4930,User_51,"[1054, 1117, 1278, 1932, 1050]",Medium
4931,User_88,,Medium
4932,User_67,[1305],Medium
4933,User_5,,Medium
4934,User_2,"[1126, 1823]",High
4935,User_43,"[1439, 1843]",Low
4936,User_69,"[1797, 1602]",Medium
4937,User_70,"[1583, 1174, 1908]",High
4938,User_47,"[1158, 1177, 1772]",Medium
4939,User_33,"[1863, 1540, 1423]",Medium
4940,User_48,,Low
4941,User_30,[1255],Medium
4942,User_54,"[1293, 1793, 1590, 1475, 1726]",Medium
4943,User_69,"[1496, 1685, 1664, 1363, 1164]",High
4944,User_64,"[1651, 1761]",Low
4945,User_87,[1652],Medium
4946,User_40,"[1362, 1203, 1685]",Low
4947,User_84,"[1237, 1195]",High
4948,User_53,,Low
4949,User_65,[1119],Low
4950,User_31,"[1390, 1947, 1258]",High
4951,User_91,"[1528, 1948, 1368, 1925, 1609]",Medium
4952,User_28,,High
4953,User_43,"[1997, 1416, 1821, 1872, 1583]",Low
4954,User_48,"[1083, 1819, 1142, 1435]",High
4955,User_52,"[1842, 1319]",Medium
4956,User_61,"[1324, 1122, 1216, 1611, 1117]",Low
4957,User_45,"[1248, 1240]",Medium
4958,User_98,,Medium
4959,User_79,,Low
4960,User_17,"[1922, 1092, 1771]",Low
4961,User_69,"[1581, 1030]",Low
4962,User_95,"[1029, 1787]",High
4963,User_12,"[1126, 1820]",Low
4964,User_87,,Low
4965,User_30,"[1488, 1046]",Medium
4966,User_24,,Medium
4967,User_49,"[1227, 1208]",Low
4968,User_95,"[1440, 1539, 1922, 1699, 1496]",Low
4969,User_4,"[1636, 1668, 1397, 1517]",Low
4970,User_34,"[1520, 1025]",Low
4971,User_60,"[1716, 1047, 1923]",Low
4972,User_9,"[1351, 1933, 1909]",Medium
4973,User_76,"[1541, 1763]",High
4974,User_83,,High
4975,User_31,"[1097, 1805]",Low
4976,User_78,[1348],High
4977,User_66,"[1673, 1530]",High
4978,User_66,"[1893, 1074, 1849]",Low
4979,User_69,"[1476, 1350, 1621, 1305, 1571]",Medium
4980,User_79,"[1125, 1141, 1032]",Low
4981,User_61,"[1845, 1991, 1917, 1373]",Low
4982,User_59,"[1058, 1560, 1238, 1363, 1976]",High
4983,User_4,,Medium
4984,User_39,,Medium
4985,User_99,"[1030, 1043]",Medium
4986,User_27,[1616],Low
4987,User_97,[1772],Medium
4988,User_24,"[1066, 1463, 1662, 1756]",Low
4989,User_62,[1175],Low
4990,User_79,"[1323, 1166, 1527, 1187, 1947]",Medium
4991,User_80,"[1593, 1044, 1701, 1476]",High
4992,User_39,"[1925, 1359, 1263, 1039]",High
4993,User_3,,Medium
4994,User_60,,Low
4995,User_96,,Medium
4996,User_26,"[1541, 1345, 1314, 1351, 1381]",High
4997,User_13,"[1624, 1315, 1686, 1109]",Medium
4998,User_35,"[1308, 1986, 1487, 1652]",Medium
4999,User_92,"[1023, 1258]",Low
5000,User_40,,Medium
5001,User_89,"[1255, 1393]",High
5002,User_44,,Low
5003,User_74,[1617],High
5004,User_42,"[1472, 1233]",High
5005,User_67,[1597],Low
5006,User_14,"[1960, 1089, 1323]",High
5007,User_49,,Low
5008,User_32,"[1778, 1220]",Medium
5009,User_21,"[1771, 1709, 1543, 1763, 1096]",Medium
5010,User_93,[1861],Low
5011,User_96,[1724],Medium
5012,User_32,"[1997, 1228]",High
5013,User_84,"[1543, 1863]",Low
5014,User_69,"[1651, 1349, 1362]",Medium
5015,User_32,"[1199, 1609, 1964, 1485, 1410]",Low
5016,User_39,,Medium
5017,User_42,"[1354, 1585, 1446, 1103, 1569]",Medium
5018,User_77,,High
5019,User_37,"[1434, 1550, 1397]",Medium
5020,User_98,"[1874, 1288, 1597, 1792]",Low
5021,User_25,"[1048, 1204]",Low
5022,User_16,,Low
5023,User_34,"[1477, 1462, 1088, 1743, 1426]",Low
5024,User_64,"[1890, 1230]",High
5025,User_50,"[1692, 1666, 1818, 1137, 1988]",High
5026,User_5,"[1034, 1802]",Medium
5027,User_86,"[1695, 1766]",High
5028,User_47,"[1973, 1718, 1764, 1713, 1252]",High
5029,User_93,"[1059, 1541, 1760, 1798]",Low
5030,User_97,"[1390, 1186, 1872]",Low
5031,User_66,"[1321, 1157, 1182]",Medium
5032,User_17,"[1376, 1575, 1788, 1976, 1628]",Low
5033,User_13,[1607],High
5034,User_95,,High
5035,User_5,[1277],High
5036,User_53,"[1893, 1278, 1517, 1042, 1132]",Medium
5037,User_83,"[1035, 1058, 1888]",High
5038,User_47,,High
5039,User_32,"[1535, 1516, 1689]",Low
5040,User_2,"[1753, 1904, 1399, 1092, 1676]",Low
